iter	MultiClass
649	0.1190736702
650	0.1190161225
651	0.1190034118
652	0.1189691583
653	0.1188424847
654	0.1188325305
655	0.1188162069
656	0.1187583447
657	0.1186631851
658	0.118632199
659	0.1185315198
660	0.1184696776
661	0.1184159476
662	0.1184007376
663	0.1183687774
664	0.1183649631
665	0.1183069388
666	0.118252502
667	0.1181429225
668	0.1180107067
669	0.1179044426
670	0.1178649202
671	0.1178341887
672	0.1177529635
673	0.117682845
674	0.1176316549
675	0.117521783
676	0.117453122
677	0.117385876
678	0.1173464373
679	0.1172780503
680	0.1172512067
681	0.1171352878
682	0.1171054851
683	0.1169921341
684	0.1169739203
685	0.1169479288
686	0.1168743042
687	0.1168353928
688	0.1167432325
689	0.1166956578
690	0.1166399134
691	0.1165988456
692	0.1165796621
693	0.1164983785
694	0.1164724243
695	0.1164602631
696	0.1163775394
697	0.1163197807
698	0.1161745476
699	0.1160532998
700	0.1160006835
701	0.1159595536
702	0.1158608502
703	0.1158461846
704	0.115784994
705	0.1157685817
706	0.1157195387
707	0.1155564055
708	0.1154901652
709	0.115412767
710	0.1153452273
711	0.1153190156
712	0.1152300995
713	0.1151602093
714	0.1150997527
715	0.1149861154
716	0.1149151669
717	0.1148834861
718	0.1148115904
719	0.11471349
720	0.114677854
721	0.1146203724
722	0.1144952234
723	0.1144908183
724	0.1144029306
725	0.1143392152
726	0.1143096556
727	0.1142422293
728	0.1141690361
729	0.1141371426
730	0.1140660069
731	0.1139632204
732	0.1139082105
733	0.1138490914
734	0.1138159675
735	0.1137683933
736	0.1137474029
737	0.1136799178
738	0.1136657079
739	0.1135879791
740	0.1135709739
741	0.1135011279
742	0.1134801831
743	0.1133664156
744	0.1133372413
745	0.1132626273
746	0.1132426415
747	0.1132247027
748	0.1131619774
749	0.1131111164
750	0.1130491495
751	0.112980188
752	0.1128921363
753	0.112883525
754	0.1128560775
755	0.1128271142
756	0.1127601563
757	0.1127168324
758	0.1127010848
759	0.1126725722
760	0.1125961387
761	0.1125632453
762	0.1124930088
763	0.1124385333
764	0.1123478228
765	0.1122616605
766	0.1122349542
767	0.1121952082
768	0.1121459342
769	0.1120876164
770	0.112073381
771	0.1119944629
772	0.1119356032
773	0.1118630067
774	0.1118250297
775	0.1116991255
776	0.1116454131
777	0.1115415501
778	0.1115262096
779	0.1114922322
780	0.1114687028
781	0.1114440262
782	0.1114395098
783	0.1114072372
784	0.1113242223
785	0.111284543
786	0.1112056041
787	0.1111655506
788	0.1111353618
789	0.1111062919
790	0.1110017485
791	0.110928769
792	0.1108581054
793	0.1108379874
794	0.1107460065
795	0.1107317323
796	0.1107120433
797	0.1106317165
798	0.1105971619
799	0.110543125
800	0.1105084812
801	0.1104325969
802	0.1103675316
803	0.1103412714
804	0.1102127813
805	0.1101317234
806	0.110068336
807	0.1100364826
808	0.1099970306
809	0.1098896784
810	0.1097915198
811	0.1097242244
812	0.1096584078
813	0.1096333965
814	0.1095771929
815	0.1095029063
816	0.1094487253
817	0.1093843599
818	0.1093579988
819	0.1092845335
820	0.109241306
821	0.1091830017
822	0.1091515802
823	0.1090972494
824	0.1090499395
825	0.10902147
826	0.1089583525
827	0.1089119642
828	0.1088599389
829	0.1088154346
830	0.108792953
831	0.108753803
832	0.1086817641
833	0.108668164
834	0.1086174415
835	0.1085910192
836	0.1085181705
837	0.1084543873
838	0.1084079373
839	0.1083814606
840	0.1083408771
841	0.1083125603
842	0.1082788556
843	0.1081752108
844	0.1081492547
845	0.1080708446
846	0.1080167096
847	0.1079345582
848	0.1078986595
849	0.1078251552
850	0.1077989364
851	0.1077302995
852	0.1076543803
853	0.1076250292
854	0.1075829456
855	0.1075617136
856	0.1075058941
857	0.1074417994
858	0.1073770674
859	0.1072884534
860	0.1072615096
861	0.1072180017
862	0.1071609492
863	0.1071257198
864	0.1070921818
865	0.1070453778
866	0.1069955961
867	0.106964434
868	0.1069074563
869	0.1068860938
870	0.1068414542
871	0.1067869201
872	0.1067660351
873	0.1066790067
874	0.1066035544
875	0.1065414999
876	0.1065097533
877	0.1064378514
878	0.106394057
879	0.1063536919
880	0.106331678
881	0.1062895006
882	0.1062256341
883	0.1061819585
884	0.1061576406
885	0.1061340973
886	0.1060398806
887	0.105975945
888	0.1059436675
889	0.1058972453
890	0.1058402308
891	0.1058193834
892	0.1057612861
893	0.1057130793
894	0.1056754843
895	0.1055973626
896	0.1055776209
897	0.1055335613
898	0.1054797182
899	0.1054137264
900	0.1053422738
901	0.1052651554
902	0.1052428025
903	0.1052068382
904	0.1051816869
905	0.1051576387
906	0.1051292999
907	0.1050842054
908	0.1049967091
909	0.1049669439
910	0.1049086137
911	0.1048291503
912	0.1047293291
913	0.1047157225
914	0.1046201198
915	0.104581513
916	0.1045042418
917	0.1044107568
918	0.1043829389
919	0.1043180278
920	0.1042911897
921	0.104251704
922	0.1042205543
923	0.1041615757
924	0.1040754637
925	0.1040255589
926	0.1039864314
927	0.1039026052
928	0.1038859665
929	0.1037908143
930	0.1037447516
931	0.1036795758
932	0.103618655
933	0.1035859581
934	0.1035386055
935	0.1034920931
936	0.1034522254
937	0.1033182138
938	0.1032917946
939	0.1032269953
940	0.1031801777
941	0.1031397013
942	0.1030809481
943	0.1030331939
944	0.1029369874
945	0.1029066428
946	0.1028679332
947	0.1028015401
948	0.102733912
949	0.1026701187
950	0.1026284178
951	0.1026081521
952	0.1025643789
953	0.1024861038
954	0.1024677118
955	0.1024275522
956	0.1024143549
957	0.1024018317
958	0.1023724127
959	0.1023015513
960	0.1022653998
961	0.1022459703
962	0.1021619656
963	0.1021311587
964	0.1020691002
965	0.1020357305
966	0.10197377
967	0.101922615
968	0.1018867718
969	0.1018399981
970	0.1018107985
971	0.1017785543
972	0.1017441568
973	0.1016635069
974	0.1016010813
975	0.1015188309
976	0.1014895782
977	0.101403374
978	0.1013690842
979	0.1013087164
980	0.1012614587
981	0.101204947
982	0.1011682943
983	0.1011072721
984	0.1010664136
985	0.1010313276
986	0.1009778068
987	0.1009375472
988	0.1008872271
989	0.1008620683
990	0.1008474756
991	0.1007948695
992	0.1007600352
993	0.1006606665
994	0.1006302658
995	0.1005899786
996	0.100527132
997	0.1004597312
998	0.1003918257
999	0.1003436512
